id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
52438,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Pink & White Nightdress
52371,Women,Apparel,Loungewear and Nightwear,Nightdress,Blue,Winter,2015.0,Casual,Red Rose Women Blue Nightdress
59716,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012.0,Casual,Avirate Black Babydoll Nightdress
52429,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015.0,Casual,Red Rose Women White Nightdress
45082,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2016.0,Casual,Bwitch Pink Nightdress
52424,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Winter,2015.0,Casual,Red Rose Women Cream Nightdress
42350,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Flying Machine Women Black Leggings
44686,Women,Apparel,Bottomwear,Leggings,Magenta,Summer,2012.0,Casual,Wills Lifestyle Women Magenta Leggings
50026,Women,Apparel,Bottomwear,Leggings,Maroon,Winter,2015.0,Casual,Hanes Women Maroon ComfortSoft Waistband Cotton Stretch Full Leggings
33959,Women,Apparel,Bottomwear,Leggings,Grey,Summer,2012.0,Casual,Femella Women Grey Leggings
25889,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Casual,Femella Women Cream Leggings
39124,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2012.0,Casual,Aneri Women Beige Leggings
31723,Women,Accessories,Jewellery,Pendant,Gold,Winter,2016.0,Ethnic,Fabindia Women Ananya Gold Pendant
48855,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
48833,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant
48853,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
59501,Women,Accessories,Jewellery,Pendant,Gold,Summer,2013.0,Casual,Lucera Gold Plated Pendant With Chain
48774,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
43589,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast Pink Capris
57099,Women,Apparel,Bottomwear,Capris,Purple,Summer,2012.0,Casual,Elle Women Purple Capris
27014,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Capris
43077,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012.0,Sports,Nike Womens Grey Capris
57205,Women,Apparel,Bottomwear,Capris,White,Fall,2012.0,Casual,Kraus Jeans Women White Capris
57096,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Elle Women Blue Chambray Capris
54865,Women,Accessories,Jewellery,Necklace and Chains,Red,Fall,2012.0,Casual,Ivory Tag  Red & Gold Toned Eye Catcher Necklace
52309,Women,Accessories,Jewellery,Necklace and Chains,Multi,Winter,2016.0,Casual,ToniQ Women Multi Coloured Necklace
46129,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Casual,Adrika Women Brown Necklace
53092,Women,Accessories,Jewellery,Necklace and Chains,Rust,Winter,2016.0,Casual,Fabindia Orange Necklace
54171,Women,Accessories,Jewellery,Necklace and Chains,Yellow,Fall,2012.0,Casual,Femella Wooden Balls Necklace
46154,Women,Accessories,Jewellery,Necklace and Chains,Green,Winter,2015.0,Casual,Adrika Women Orange & Green Necklace
55489,Women,Personal Care,Lips,Lip Gloss,Copper,Spring,2017.0,Casual,Revlon ColorBurst Sienna Sparkle Lip Gloss 28
55295,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Berryshine Plump & Shine Lip Gloss
55002,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,,Lakme Absolute Liplast Day Passion Lip Gloss
56105,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Star Metal Sedustress Lip Gloss 006
56094,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Star Wine Me Lip Gloss 013
55499,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Revlon Pink Ice Glace Rose Colorburst Lip Gloss 004
56236,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set
43462,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Night suits
36255,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Red Pyjama Set
56263,Men,Apparel,Loungewear and Nightwear,Night suits,Mustard,Summer,2016.0,Casual,SDL by Sweet Dreams Men Mustard Pyjama Set
36287,Women,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits
56261,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set
27948,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016.0,Casual,Jockey CSM Men Comfort Stretch Charcoal Trunks CS04
25362,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Levis Men Black & Grey Trunks
27960,Men,Apparel,Innerwear,Trunk,Black,Summer,2018.0,Casual,Jockey SPORT PERFORMANCE Men Black Trunks SP08
50676,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey Melange Trunks
50673,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Chromozome Men Black Trunks
32106,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Playboy Men Crocker Grey Trunks
6860,Women,Apparel,Bottomwear,Skirts,Black,Summer,2011.0,Casual,Forever New Women's Short Black Skirt
12839,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Ant Kids Pleated Black Skirts
30925,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Ghera Skirt
27199,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Doodle Kids Girl Printed Grey Skirt
40433,Women,Apparel,Bottomwear,Skirts,Multi,Summer,2012.0,Casual,Tonga Women Multi Colored Skirt
41003,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Skirt
23483,Men,Accessories,Scarves,Scarves,Blue,Summer,2012.0,Casual,Arrow Men Blue Check Scarf
47667,Women,Accessories,Scarves,Scarves,Green,Summer,2012.0,Casual,Femella Women Green & Red Printed Scarf
23487,Men,Accessories,Scarves,Scarves,Grey,Summer,2012.0,Casual,Arrow Men Grey Scarf
14629,Women,Accessories,Scarves,Scarves,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Scarves
59905,Women,Accessories,Scarves,Scarves,Pink,Fall,2012.0,Casual,Femella Women Pink Printed Scarf
23464,Men,Accessories,Scarves,Scarves,Black,Winter,2015.0,Casual,Lino Perros Men Black Check Scarf
48934,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Women Silver Ring
59561,Men,Accessories,Jewellery,Ring,Steel,Summer,2013.0,Casual,Revv Men Steel Ring
49033,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
48935,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Women Silver Ring
48944,Men,Accessories,Jewellery,Ring,Steel,Summer,2013.0,Casual,Revv Men Steel Ring
48990,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring
34916,Women,Apparel,Topwear,Dupatta,Black,Summer,2012.0,Ethnic,Fabindia Black Dupatta
34268,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012.0,Ethnic,Fabindia Women Printed Purple Dupatta
50842,Women,Apparel,Topwear,Dupatta,Lavender,Summer,2012.0,Ethnic,Fabindia Women Lavender Dupatta
41330,Women,Apparel,Topwear,Dupatta,Magenta,Fall,2012.0,Ethnic,Aurelia Women Magenta Dupatta
34924,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Green Dupatta
34937,Women,Apparel,Topwear,Dupatta,Yellow,Summer,2012.0,Ethnic,Fabindia Yellow Dupatta
59567,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Black and Steel Cufflinks
39034,Men,Accessories,Cufflinks,Cufflinks,Blue,Summer,2012.0,Formal,Belmonte Men Blue Bright Assorted Cufflinks
58854,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Hakashi Men Steel Cufflinks
58858,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2017.0,Casual,Hakashi Men Black Cufflinks
14162,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
14147,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
55399,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Revlon Grow Luscious Emerald Lash Liner
56160,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Colorbar I-Glide Jaded Eye Pencil 03
55253,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Lakme Glide On Aqua Marine Eye Color
56600,Women,Personal Care,Makeup,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Streetwear Stay On Liquid Eye Liner
55558,Women,Personal Care,Makeup,Kajal and Eyeliner,Bronze,Spring,2017.0,Casual,Revlon Baked Bronze Liquid Eye Liner 02
56170,Women,Personal Care,Makeup,Kajal and Eyeliner,Mauve,Spring,2017.0,Casual,Colorbar Color Intense Mauve Mermaid Liquid Eyeliner 009
25060,Men,Accessories,Accessories,Accessory Gift Set,Purple,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set
25048,Men,Accessories,Accessories,Accessory Gift Set,Purple,Winter,2015.0,Formal,Lino Perros Men Formal Purple Accessory Gift Set
31191,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set
25065,Men,Accessories,Accessories,Accessory Gift Set,Brown,Winter,2015.0,Formal,Lino Perros Men Formal Brown Accessory Gift Set
17371,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011.0,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack
25045,Men,Accessories,Accessories,Accessory Gift Set,Blue,Winter,2015.0,Formal,Lino Perros Men Formal Blue Red Accessory Gift Set
24796,Women,Apparel,Apparel Set,Kurta Sets,Red,Summer,2011.0,Ethnic,Vishudh Women Red & Yellow Churidar Kurta with Dupatta
28989,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012.0,Ethnic,Biba Outlet Women Blue & Green Printed Churidar Kurta with Dupatta
21911,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2011.0,Ethnic,Biba Women Pink & Brown Printed Churidar Kurta with Dupatta
28985,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012.0,Ethnic,Biba Outlet Women White & Green Printed Churidar Kurta with Dupatta
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012.0,Ethnic,Aneri Women Black & Maroon Salwar Suit
28980,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Summer,2012.0,Ethnic,Biba Women Yellow & Green Printed Churidar Kurta with Dupatta
29985,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Aspen Women Black Dial Watch
10595,Women,Free Items,Free Gifts,Free Gifts,Grey,Winter,2016.0,Casual,Esprit Women Cascade Grey Dial Watch
45928,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch
36346,Men,Free Items,Free Gifts,Free Gifts,Maroon,Summer,2012.0,Casual,Reid & Taylor Men Maroon Checked Tie
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Sports,Q&Q Men Black Digital Watch
57457,Women,Free Items,Free Gifts,Free Gifts,Mustard,Summer,2015.0,Casual,Pitaraa Women Mustard Clutch
34308,Women,Accessories,Stoles,Stoles,Black,Summer,2012.0,Ethnic,Fabindia Women Black Silk & Wool Stole
31887,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Ethnic,Fabindia Women Chanderi Blue Stole
35003,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Rust Stole
31879,Women,Accessories,Stoles,Stoles,Grey,Summer,2012.0,Ethnic,Fabindia Women Grey Jacquard Silk Stole
35001,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Black Stole
34309,Women,Accessories,Stoles,Stoles,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Silk & Wool Stole
8248,Men,Accessories,Bags,Duffel Bag,Black,Fall,2011.0,Casual,Fastrack Men Black Gym Bag
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,2015.0,Casual,Wildcraft Unisex Red Duffle Bag
36042,Unisex,Accessories,Bags,Duffel Bag,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Duffle Bag
36073,Unisex,Accessories,Bags,Duffel Bag,Khaki,Winter,2012.0,Casual,OTLS Unisex Khaki Gym Bag
21250,Unisex,Accessories,Bags,Duffel Bag,Navy Blue,Summer,2011.0,Casual,Skybags Unisex Navy Duffle Bag
36666,Unisex,Accessories,Bags,Duffel Bag,Brown,Summer,2012.0,Casual,Paridhan Unisex Brown Duffle Bag
48753,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Women Silver Bangle
43735,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Golden Bangles
43724,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles
48734,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012.0,Casual,Revv Men Steel Bangle
52316,Women,Accessories,Jewellery,Bangle,Purple,Winter,2016.0,Casual,ToniQ Women Set of 3 Bangles
46203,Women,Accessories,Jewellery,Bangle,Black,Winter,2015.0,Casual,Adrika Women Black Bangle
30187,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,Nike Men Black Arsenal Allegiance Laptop Bag
39524,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,2012.0,Casual,Peter England Unisex Orange Sleeve Bag
25861,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,American Tourister Unisex Black Laptop Bag
18342,Men,Accessories,Bags,Laptop Bag,Navy Blue,Fall,2011.0,Casual,Fila Mendos Mens Navy Blue Bag
16073,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011.0,Casual,Belkin Unisex Move Toploader Black Laptop Bag
6535,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2011.0,Casual,Nike Unisex Allegian Black Laptop Bag
55232,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lakme Perfect Radiance Intense Whitening Beige Honey Foundation 05
49099,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah 24 Ore Perfect Foundation Apricot 4
49112,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah New Skin Compact Foundation 03
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019.0,Casual,Lakme Nine to Five Flawless Makeup Shell Foundation
55523,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Revlon Photo Ready Makeup Shell 003
56568,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Streetwear Shine Divine Whitening Liquid Fawn Foundation
33865,Men,Footwear,Sandal,Sports Sandals,Black,Winter,2012.0,Casual,Puma Men Black & Green Aripon Ind Sports Sandals
39898,Men,Footwear,Sandal,Sports Sandals,Black,Fall,2012.0,Casual,ADIDAS Men Black Sandals
6827,Women,Footwear,Sandal,Sports Sandals,Blue,Summer,2011.0,Casual,Timberland Women Belle Isld Boat Ball Black Floater
39899,Men,Footwear,Sandal,Sports Sandals,Brown,Summer,2012.0,Casual,ADIDAS Men Brown Sandals
4650,Women,Footwear,Sandal,Sports Sandals,Black,Summer,2011.0,Casual,ADIDAS Women Neo Chicane Black Blue Sandal
40310,Unisex,Footwear,Sandal,Sports Sandals,White,Winter,2013.0,Casual,Warner Bros Kids White & Green Sports Sandals
46055,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Gold Bracelet
48566,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2012.0,Casual,Lucera Women Silver Bracelet
48311,Women,Accessories,Jewellery,Bracelet,Bronze,Winter,2012.0,Casual,Pitaraa Women Bronze Beaded Bracelet
48589,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2013.0,Casual,Lucera Women Silver Bracelet
48576,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012.0,Casual,Revv Men Steel Bracelet
46054,Women,Accessories,Jewellery,Bracelet,Green,Winter,2015.0,Casual,Estelle Women Green Bracelet
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015.0,Casual,Jockey Women Blue Lounge Pants
54977,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Blue Lounge Pants
51988,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Purple,Summer,2017.0,Casual,Inaya Women Purple Lounge Pants
30897,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Mustard,Summer,2012.0,Ethnic,Fabindia Women Mustard Kalamkari Salwar
54978,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Printed Blue Lounge Pants
32266,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,2go Active Gear USA Men Red Pele Track Pants
57767,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,,Lotus Herbals Whiteglow Yogurt Skin Whitening & Brightening Face Masque 80 g
56624,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017.0,Casual,Olay Women Age Protect Anti-Ageing UV Lotion
57674,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,,Lotus Herbals Whiteglow Hand & Body Lotion
57701,Women,Personal Care,Skin,Face Moisturisers,Cream,Spring,2017.0,Casual,Lotus Herbals Papayablem Papaya-N-Saffron Anti-Blemish Creme
57678,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,,Lotus Herbals Whiteglow Skin Micro-Emulsion
55107,Women,Personal Care,Skin,Face Moisturisers,Silver,Spring,2017.0,Casual,Pond's Age Miracle Deep Action Night Cream
42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Earrings & Pendant Set
46042,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set
56217,Women,Accessories,Jewellery,Jewellery Set,Silver,Winter,2016.0,Casual,Estelle Women Silver Earring & Pendant Set
59772,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set
42611,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2015.0,Casual,Estelle Women Gold Earrings & Pendant Set
48763,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017.0,Casual,Nike Fragrances Women Sensual Touch Perfume and Deo Set
32536,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,Playboy Men Malibu Fragrance Gift Set
44156,Men,Personal Care,Fragrance,Fragrance Gift Set,Green,Spring,2017.0,Casual,Nike Fragrances Men Fragrance Gift Set
23541,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,Police Dark Men Fragrance Gift Set
32533,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,Playboy Men Hollywood Fragrance Gift Set
44155,Men,Personal Care,Fragrance,Fragrance Gift Set,Brown,Spring,2017.0,Casual,Nike Fragrances Men Urban Musk Fragrance Gift Set
56582,Women,Personal Care,Makeup,Highlighter and Blush,Bronze,Spring,2017.0,,Streetwear Crystal Shine Bronze Face Brightener Loose Powder
56126,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,Casual,Colorbar Touch And Blushe Tint of Pink Blusher 001
55282,Women,Personal Care,Makeup,Highlighter and Blush,Brown,Spring,2017.0,Casual,Lakme Cheek Chromatic Night Sheen Blusher
55528,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,2017.0,Casual,Revlon Skinlights Face Peach Light Illuminator Lotion
49156,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017.0,,Deborah Peach HiTech Blusher # 59
55250,Women,Personal Care,Makeup,Highlighter and Blush,Bronze,Spring,2017.0,Casual,Lakme Absolute Sun-Kissed Bronzer
51390,Men,Apparel,Innerwear,Boxers,Navy Blue,Summer,2012.0,Casual,Myntra Navy Blue Printed Boxers
51388,Men,Apparel,Innerwear,Boxers,Grey,Summer,2012.0,Casual,Myntra Grey Printed Boxers
51392,Men,Apparel,Innerwear,Boxers,White,Summer,2012.0,Casual,Myntra White Printed Boxers
23350,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016.0,Casual,Crusoe Men Elixir Boxer Assorted Short
32071,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016.0,Casual,Playboy Men Blue Boxers
47270,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016.0,Casual,FCUK Underwear Blue Printed Boxers
56183,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Colorbar Triple Act Sand Compact 002
56187,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Colorbar Radiant White UV Fairness Sandy Nude Compact 003
57784,Women,Personal Care,Makeup,Compact,Peach,Spring,2017.0,,Lotus Herbals Natural Blend Translucent Rouge Lustre Compact Powder 840
56189,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Colorbar Suede Bloom Compact 007
49086,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Deborah Ultrafine Compact Powder 01
56611,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,,Streetwear Stay On Caramel Compact
57708,Women,Personal Care,Lips,Lip Liner,Red,Spring,2017.0,Casual,Lotus Herbals Seduction Red Fire Lip Contour Definer 52
55480,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Revlon Colorstay Chocolates Lip Liner
49090,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Deborah 24 Ore Lip Liner 203
55223,Women,Personal Care,Lips,Lip Liner,Maroon,Spring,2017.0,Casual,Lakme Perfect Definition Go Grape Lip Liner 23
55482,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Revlon Toffee Lip Liner 19
49151,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Deborah Extra Lip Liner 04
47388,Women,Accessories,Bags,Mobile Pouch,Silver,Fall,2012.0,Casual,Baggit Women Silver Micky Santa Mobile Pouch
47400,Women,Accessories,Bags,Mobile Pouch,Teal,Summer,2012.0,Casual,Baggit Women Teal Aandhi Anna Mobile Pouch
20617,Women,Accessories,Bags,Mobile Pouch,Brown,Winter,2015.0,Casual,Baggit Women Chika Hoor Brown Mobile Pouch
47385,Women,Accessories,Bags,Mobile Pouch,Brown,Fall,2012.0,Casual,Baggit Women Brown Micky Santa Mobile Pouch
47328,Women,Accessories,Bags,Mobile Pouch,Grey,Summer,2012.0,Casual,Baggit Women Grey Doodle Jhuti Mobile Pouch
20578,Women,Accessories,Bags,Mobile Pouch,Blue,Winter,2015.0,Casual,Baggit Women Panchnama Enzyme Blue Mobile Pouch
36055,Unisex,Accessories,Bags,Messenger Bag,Olive,Summer,2015.0,Casual,OTLS Unisex Olive Green Messenger Bag
39520,Unisex,Accessories,Bags,Messenger Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Messanger Bag
41854,Men,Accessories,Accessories,Messenger Bag,Navy Blue,Summer,2012.0,Casual,Probase Men Navy Blue Messenger Bag
50429,Unisex,Accessories,Accessories,Messenger Bag,Blue,Summer,2012.0,Casual,Lino Perros Unisex Blue Satchel
25427,Unisex,Accessories,Bags,Messenger Bag,Olive,Summer,2012.0,Casual,Lee Unisex Casual Olive Bag
8246,Unisex,Accessories,Bags,Messenger Bag,Blue,Fall,2011.0,Casual,Fastrack Unisex Blue Bag
56593,Women,Personal Care,Eyes,Eyeshadow,Green,Spring,2017.0,,Streetwear Green With Envy Eye Shadow
56141,Women,Personal Care,Makeup,Eyeshadow,Copper,Spring,2017.0,Casual,Colorbar Copper Crush Eye Shadow 002
56136,Women,Personal Care,Makeup,Eyeshadow,Blue,Spring,2017.0,Casual,Colorbar Aquamarine Eye Shadow 007
55540,Women,Personal Care,Makeup,Eyeshadow,Copper,Spring,2017.0,Casual,Revlon Illuminance Copper Coast Creme Shadow 01
56139,Women,Personal Care,Makeup,Eyeshadow,Pink,Spring,2017.0,Casual,Colorbar Really Rose Eye Shadow 004
57777,Women,Personal Care,Makeup,Eyeshadow,Brown,Spring,2017.0,,Lotus Herbals Maxlid Coco Fudge Eye Shadow
25787,Men,Apparel,Topwear,Suspenders,Red,Summer,2012.0,Formal,Arrow Men Red Suspenders
25763,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Green Suspenders
25764,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black Suspenders
25775,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black Suspenders
25779,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Arrow Men Black Suspenders
25765,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012.0,Formal,Lino Perros Men Light Brown Suspenders
50190,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Hanes Women White Camisole
27498,Women,Apparel,Innerwear,Camisoles,Pink,Winter,2015.0,Casual,Jockey Pink Camisole
52487,Women,Apparel,Innerwear,Camisoles,Pink,Winter,2015.0,Casual,Red Rose Pink Camisole
52515,Women,Apparel,Innerwear,Camisoles,Skin,Winter,2015.0,Casual,Red Rose Skin Cream Bra
52490,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Red Rose White Camisole
52470,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Red Rose White Camisole
58220,Women,Apparel,Bottomwear,Patiala,Multi,Summer,2012.0,Ethnic,Shree Women Multi Coloured Patiala
47063,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012.0,Ethnic,Shree Women Multi Colored Patiala
47080,Women,Apparel,Bottomwear,Patiala,Mustard,Fall,2012.0,Ethnic,Shree Women Mustard & Green Patiala
58212,Women,Apparel,Bottomwear,Patiala,White,Fall,2012.0,Ethnic,Shree Women White Printed Patiala
47065,Women,Apparel,Bottomwear,Patiala,Maroon,Fall,2012.0,Ethnic,Shree Women Maroon & Mustard Patiala
